model,boolq,piqa,siqa,arcc,arce,obqa,hellas,winog,avg
./results_tira/llama-3-8b-common_170k-tira-lr=2.00e-04-M=32-K=32-seed=36--2026-04-17-14-45-16/output_-1__beam=1_eval.jsonl,75.65749235474006,89.66267682263329,83.1627430910952,83.70307167235495,93.64478114478115,90.0,95.82752439753037,89.10812943962115,87.59580236534453
